sexo,forma_envio_solicitacao,estado_onde_reside,produto_solicitado,dia_vencimento,tipo_endereco,idade,estado_civil,qtde_dependentes,nacionalidade,qtde_contas_bancarias,renda_mensal_regular,renda_extra,possui_telefone_residencial,possui_email,possui_cartao_visa,possui_cartao_mastercard,possui_cartao_diners,possui_cartao_amex,possui_outros_cartoes,possui_carro,vinculo_formal_com_empresa,meses_no_trabalho,local_onde_reside,tipo_residencia,meses_na_residencia,profissao,ocupacao,profissao_companheiro,grau_instrucao_companheiro,inadimplente
M,internet,BA,7,5,1,33,1,0,1,1,5000.0,0.0,1,1,1,1,0,0,0,1,0,0,440.0,,7.0,9.0,4.0,,,1
F,correio,RO,1,5,1,42,2,2,1,1,3545.0,0.0,1,1,0,0,0,0,0,0,1,0,789.0,1.0,1.0,9.0,2.0,11.0,,0
F,presencial,SP,1,10,1,68,2,0,1,1,700.0,0.0,1,0,0,0,0,0,0,1,0,0,141.0,1.0,0.0,0.0,0.0,0.0,0.0,0
F,internet,MG,1,10,1,48,2,0,1,0,1300.0,0.0,1,1,0,0,0,0,0,0,0,0,308.0,2.0,10.0,9.0,2.0,,,0
F,presencial,ES,1,15,1,42,2,0,1,1,2500.0,0.0,1,0,0,0,0,0,0,1,1,0,299.0,5.0,1.0,0.0,0.0,0.0,0.0,0
F,internet,SP,1,15,1,82,4,0,1,0,350.0,0.0,0,1,0,0,0,0,0,0,0,0,134.0,1.0,9.0,9.0,1.0,,,0
F,internet,GO,1,5,1,23,1,2,1,0,463.0,0.0,1,1,1,0,0,0,0,0,0,0,728.0,1.0,4.0,2.0,4.0,,,1
M,presencial,RS,1,15,1,42,2,3,1,1,915.0,0.0,1,0,0,0,0,0,0,1,1,0,960.0,1.0,18.0,9.0,2.0,0.0,0.0,0
F,internet,SP,1,10,1,63,2,0,1,0,478.0,0.0,1,1,0,0,0,0,0,0,1,0,162.0,1.0,22.0,9.0,5.0,,,0
F,internet,PB,1,15,1,21,1,2,1,0,300.0,0.0,1,1,1,0,0,0,0,0,0,0,581.0,1.0,5.0,9.0,5.0,,,0
F,internet,PE,1,1,1,35,5,2,1,0,429.0,0.0,1,1,0,0,0,0,0,0,0,0,542.0,1.0,,9.0,2.0,,,0
F,internet,GO,1,15,1,43,2,4,1,0,450.0,95.0,1,1,0,0,0,0,0,0,0,0,728.0,2.0,0.0,9.0,2.0,,,1
F,internet,PE,1,5,1,30,2,1,1,0,383.0,0.0,1,1,0,0,0,0,0,0,0,0,508.0,1.0,5.0,9.0,2.0,,,1
F,internet,ES,1,10,1,22,2,2,1,0,429.34,0.0,1,1,0,0,0,0,0,0,0,0,295.0,5.0,6.0,,,,,1
M,internet,BA,2,20,1,45,1,0,1,0,350.0,0.0,1,1,0,0,0,0,0,0,1,0,459.0,2.0,,9.0,2.0,,,1
M,internet,SP,1,15,1,35,1,0,1,0,800.0,500.0,1,1,1,0,0,0,0,0,1,4,117.0,1.0,20.0,9.0,2.0,9.0,,0
F,presencial,RS,1,10,1,43,1,0,1,1,520.0,0.0,1,1,0,0,0,0,0,1,0,0,960.0,1.0,8.0,9.0,2.0,11.0,0.0,1
M,internet,SP,1,10,1,43,2,0,1,0,547.0,0.0,0,1,0,0,0,0,0,0,0,0,168.0,5.0,6.0,,,,,0
M,internet,BA,1,1,1,39,1,0,1,0,350.0,0.0,1,1,0,0,0,0,0,0,0,0,455.0,1.0,,,4.0,,,1
M,internet,MT,1,15,1,40,1,1,1,0,318.0,0.0,1,1,0,0,0,0,0,0,0,0,781.0,1.0,5.0,2.0,4.0,,,0
F,internet,CE,2,5,1,43,1,1,1,0,355.0,0.0,1,1,0,0,0,0,0,0,1,0,625.0,1.0,22.0,9.0,2.0,,,0
M,presencial,CE,1,25,1,37,2,0,1,1,1000.0,0.0,1,0,0,1,0,0,0,1,0,0,628.0,1.0,10.0,0.0,0.0,0.0,0.0,0
F,presencial,SP,1,15,1,32,2,1,1,0,350.0,0.0,1,1,0,0,0,0,0,1,1,0,131.0,1.0,3.0,16.0,0.0,0.0,0.0,1
F,internet,PA,1,10,1,40,2,3,1,0,2000.0,0.0,1,1,0,0,0,0,0,0,0,0,671.0,1.0,13.0,9.0,4.0,,,1
F,internet,PA,1,20,2,35,2,0,1,0,895.49,0.0,0,1,0,0,0,0,0,0,1,0,685.0,1.0,1.0,9.0,2.0,,,1
M,internet,BA,1,15,1,60,2,0,1,0,380.0,0.0,0,1,0,0,0,0,0,0,1,0,456.0,1.0,11.0,9.0,2.0,,,1
F,internet,BA,1,25,1,56,4,0,1,0,380.0,0.0,1,1,0,0,0,0,0,0,0,0,456.0,1.0,15.0,9.0,5.0,,,0
F,presencial,PA,1,15,1,25,1,2,1,1,350.0,0.0,1,0,0,1,0,0,0,1,0,0,670.0,1.0,5.0,2.0,4.0,0.0,0.0,1
F,internet,SP,1,20,1,41,7,0,1,0,350.0,0.0,1,1,0,0,0,0,0,0,0,0,135.0,1.0,3.0,,,,,1
M,presencial,MT,1,10,1,63,2,0,1,1,590.0,0.0,1,0,0,0,0,0,0,1,1,0,780.0,1.0,15.0,9.0,2.0,0.0,0.0,0
F,presencial,SP,1,10,1,50,2,0,1,1,800.0,0.0,1,1,0,0,0,0,0,1,0,0,681.0,1.0,11.0,11.0,4.0,0.0,0.0,0
M,internet,SP,1,25,1,25,2,1,1,0,600.0,0.0,1,1,0,0,0,0,0,0,0,0,616.0,1.0,14.0,9.0,2.0,,,1
M,internet,RS,1,10,1,37,1,0,1,0,847.0,0.0,1,1,0,0,0,0,0,0,1,0,925.0,1.0,5.0,,,,,0
F,internet,RS,1,10,1,32,2,1,1,0,824.67,0.0,1,1,0,0,0,0,0,0,0,0,962.0,1.0,3.0,,,9.0,4.0,1
F,presencial,RJ,1,20,1,25,1,0,1,1,338.0,0.0,1,0,0,1,0,0,0,1,1,0,289.0,1.0,0.0,9.0,2.0,0.0,0.0,0
M,internet,RN,1,5,1,52,6,2,1,0,350.0,0.0,0,1,0,0,0,0,0,0,0,0,596.0,1.0,2.0,9.0,1.0,,,0
M,internet,RS,1,5,1,20,2,0,1,0,432.0,0.0,1,1,0,0,0,0,0,0,1,0,915.0,1.0,2.0,9.0,2.0,,,0
F,internet,SP,1,25,1,38,1,1,1,0,650.0,0.0,1,1,0,0,0,0,0,0,0,0,204.0,2.0,10.0,,,,,1
F,presencial,SP,1,10,1,64,4,0,1,1,446.0,0.0,0,0,0,0,0,0,0,1,0,0,146.0,0.0,0.0,0.0,0.0,0.0,0.0,1
M,internet,SP,1,25,1,44,1,2,1,0,380.0,0.0,1,1,1,0,0,0,0,0,0,0,861.0,,,,,,,1
F,internet,CE,1,25,1,47,1,0,1,0,400.0,0.0,1,1,0,0,0,0,0,0,1,0,600.0,1.0,15.0,2.0,,,,0
M,internet,RO,1,5,1,35,1,1,1,0,336.0,0.0,1,1,0,0,0,0,0,0,1,0,789.0,1.0,13.0,17.0,2.0,,,0
M,correio,SP,1,1,1,53,2,0,1,1,1593.0,0.0,1,1,0,0,0,0,0,0,1,0,130.0,1.0,1.0,9.0,1.0,11.0,,0
M,presencial,PE,1,15,1,21,2,1,1,1,350.0,0.0,1,0,0,0,0,0,0,1,0,0,535.0,1.0,20.0,0.0,1.0,0.0,0.0,1
F,presencial,SP,2,15,1,28,2,4,1,1,837.0,0.0,0,1,0,0,0,0,0,1,0,0,173.0,1.0,6.0,9.0,5.0,9.0,3.0,0
F,internet,MT,7,10,2,19,1,0,1,0,387.0,800.0,1,1,0,0,0,0,0,0,1,0,782.0,2.0,0.0,9.0,2.0,,,0
F,internet,PE,1,20,1,30,1,0,1,0,1525.0,0.0,1,1,0,0,0,0,0,0,1,0,555.0,0.0,6.0,9.0,5.0,,,0
M,internet,PA,1,10,1,40,2,3,1,0,410.0,0.0,1,1,1,0,0,0,0,0,1,0,666.0,1.0,15.0,9.0,,,,0
F,correio,BA,1,15,1,42,1,0,1,0,250.0,0.0,1,1,0,0,0,0,0,0,0,0,415.0,1.0,10.0,,,,,1
F,internet,RJ,1,10,1,50,1,0,1,0,400.0,0.0,1,1,0,1,0,0,0,0,0,0,235.0,1.0,,9.0,1.0,,,1
F,presencial,RN,1,1,1,74,4,0,1,1,594.0,0.0,1,1,0,0,0,0,0,1,0,0,590.0,1.0,40.0,11.0,5.0,0.0,0.0,0
F,internet,RS,1,15,1,75,4,0,1,0,350.0,0.0,0,1,1,0,0,0,0,0,0,0,961.0,1.0,65.0,9.0,1.0,,2.0,1
M,presencial,SP,1,15,1,26,1,0,1,0,808.0,0.0,1,1,0,0,0,0,0,0,0,0,213.0,1.0,23.0,9.0,,,,0
M,presencial,CE,1,5,1,37,2,0,1,1,573.0,0.0,1,0,0,0,0,0,0,1,1,0,607.0,1.0,1.0,9.0,5.0,0.0,0.0,1
M,internet,MT,1,10,1,39,2,0,1,0,274.0,0.0,1,1,0,0,0,0,0,0,1,0,781.0,2.0,,9.0,5.0,,,1
M,internet,CE,1,5,1,20,1,0,1,0,380.0,0.0,1,1,0,0,0,0,0,0,1,0,628.0,1.0,4.0,9.0,2.0,,,0
F,presencial,GO,1,1,1,51,7,2,1,1,5000.0,0.0,1,0,0,0,0,0,0,1,1,0,759.0,1.0,15.0,9.0,5.0,0.0,0.0,0
F,internet,SP,2,15,1,35,1,5,1,0,200.0,0.0,1,1,0,0,0,0,0,0,0,0,118.0,5.0,,2.0,4.0,,,0
M,internet,SP,1,25,1,42,2,2,1,0,1800.0,0.0,1,1,1,0,0,0,0,0,0,0,644.0,1.0,25.0,2.0,4.0,,,1
F,presencial,PE,1,25,1,29,2,0,1,1,600.0,0.0,1,0,1,1,0,0,0,1,0,0,558.0,1.0,10.0,2.0,4.0,0.0,0.0,1
F,internet,GO,1,20,1,23,1,0,1,0,350.0,0.0,1,1,1,0,0,0,0,0,0,0,753.0,2.0,1.0,9.0,5.0,,,0
M,presencial,PA,1,10,1,29,2,0,1,1,734.0,0.0,1,0,0,0,0,0,0,1,0,0,686.0,5.0,9.0,9.0,2.0,0.0,0.0,1
M,correio,GO,1,10,1,46,2,0,1,0,500.0,0.0,1,1,0,0,0,0,0,0,0,0,758.0,1.0,1.0,9.0,1.0,11.0,,0
F,internet,PE,1,5,1,83,4,1,1,0,277.1,0.0,1,1,0,0,0,0,0,0,0,0,552.0,1.0,38.0,9.0,5.0,,,0
F,presencial,PR,1,5,1,32,3,1,1,1,907.0,0.0,1,0,0,0,0,0,0,1,1,0,850.0,1.0,0.0,9.0,2.0,0.0,0.0,0
M,internet,RS,1,20,1,44,1,0,1,0,413.57,0.0,1,1,0,0,0,0,0,0,0,0,962.0,5.0,,9.0,5.0,,,0
F,internet,BA,1,10,1,27,1,0,1,0,350.0,0.0,1,1,0,0,0,0,0,0,0,0,473.0,1.0,9.0,9.0,3.0,,,0
F,internet,MA,1,5,1,45,5,0,1,0,800.0,0.0,1,1,1,0,0,0,0,0,1,0,650.0,1.0,5.0,2.0,4.0,,,1
F,internet,PA,1,20,1,43,4,0,1,0,663.2,0.0,0,1,0,0,0,0,0,0,0,0,684.0,1.0,1.0,,,,,1
F,internet,PE,1,10,1,37,2,2,1,0,530.0,0.0,1,1,0,0,0,0,0,0,1,0,563.0,1.0,14.0,9.0,2.0,,,1
F,presencial,BA,2,10,1,42,2,1,1,1,391.0,0.0,1,1,0,0,0,0,0,1,0,0,454.0,1.0,1.0,9.0,2.0,0.0,0.0,0
F,presencial,BA,7,1,1,36,2,3,1,1,600.0,0.0,1,1,0,0,0,0,0,1,0,0,486.0,1.0,7.0,9.0,4.0,0.0,0.0,1
F,presencial,MT,1,10,1,43,1,0,1,1,350.0,400.0,1,0,0,0,0,0,0,1,0,0,781.0,1.0,6.0,0.0,0.0,0.0,0.0,0
F,internet,RJ,1,10,1,29,1,3,1,0,480.0,0.0,1,1,1,1,0,0,0,0,0,0,230.0,1.0,7.0,2.0,4.0,,,0
M,presencial,MT,1,25,1,41,6,0,1,1,730.0,200.0,0,0,0,0,0,0,0,1,1,0,788.0,1.0,8.0,9.0,2.0,2.0,2.0,0
M,correio,PA,1,5,1,33,1,0,1,0,1061.0,0.0,1,1,0,0,0,0,0,0,0,0,668.0,1.0,1.0,9.0,2.0,11.0,,1
M,internet,MG,1,10,1,28,2,1,1,0,903.0,0.0,0,1,0,0,0,0,0,0,1,0,386.0,1.0,8.0,9.0,2.0,,,1
M,presencial,RN,1,15,1,41,5,0,1,1,498.0,0.0,1,0,0,0,0,0,0,1,0,0,591.0,1.0,5.0,9.0,1.0,0.0,0.0,0
F,internet,SP,1,15,1,29,1,3,1,0,427.0,0.0,1,1,0,0,0,0,0,0,0,0,576.0,1.0,3.0,9.0,4.0,,,1
F,presencial,PR,1,10,1,36,2,1,1,1,429.0,0.0,1,0,0,0,0,0,0,1,1,0,838.0,2.0,5.0,9.0,2.0,0.0,0.0,0
F,internet,RN,1,15,1,35,2,0,1,0,550.0,0.0,1,1,1,0,0,0,0,0,1,0,591.0,1.0,14.0,9.0,4.0,,,1
F,internet,BA,2,25,1,26,1,0,1,0,578.61,300.0,1,1,1,1,0,0,0,0,1,0,440.0,1.0,10.0,9.0,2.0,,,1
F,internet,SP,1,10,1,26,1,0,1,0,531.21,0.0,1,1,0,0,0,0,0,0,1,0,131.0,1.0,3.0,9.0,2.0,,,1
F,internet,MG,1,25,1,52,3,0,1,0,500.0,0.0,1,1,0,0,0,0,0,0,0,0,388.0,1.0,,9.0,2.0,,,0
F,presencial,PR,1,15,1,54,3,0,1,1,100.0,0.0,0,1,0,0,0,0,0,0,1,0,816.0,2.0,,11.0,2.0,11.0,,1
F,presencial,ES,2,15,1,24,2,0,1,1,350.0,746.0,1,0,0,0,0,0,0,1,0,0,291.0,1.0,5.0,9.0,4.0,0.0,0.0,1
F,internet,AP,1,20,1,61,1,1,1,0,380.0,0.0,1,1,0,0,0,0,0,0,0,0,689.0,1.0,3.0,,1.0,,,0
M,internet,RS,1,20,1,42,1,0,1,0,1200.0,0.0,1,1,0,1,0,0,0,0,1,0,962.0,1.0,20.0,12.0,2.0,,,0
F,presencial,AL,7,5,1,33,2,0,0,1,495.0,0.0,1,1,0,0,0,0,0,1,1,0,570.0,1.0,0.0,11.0,5.0,11.0,0.0,1
F,internet,CE,2,10,1,69,2,4,1,0,350.0,0.0,0,1,0,0,0,0,0,0,0,0,630.0,0.0,2.0,9.0,,,,0
F,internet,SP,2,25,1,21,2,1,1,0,350.0,0.0,1,1,0,0,0,0,0,0,0,0,171.0,1.0,,,,,,1
M,presencial,PA,1,25,1,24,1,1,1,1,800.0,0.0,1,0,0,0,0,0,0,1,1,0,685.0,1.0,6.0,0.0,4.0,0.0,0.0,0
M,presencial,CE,1,15,1,25,2,1,1,0,370.0,0.0,1,1,0,0,0,0,0,1,1,0,628.0,2.0,0.0,9.0,2.0,0.0,0.0,0
M,internet,AP,1,5,1,46,6,3,1,0,1064.0,0.0,0,1,0,0,0,0,0,0,1,0,689.0,2.0,0.0,9.0,2.0,,,0
M,internet,CE,1,10,1,40,2,3,1,0,1051.0,0.0,1,1,0,0,0,0,0,0,0,0,618.0,1.0,,,,,,1
F,presencial,PE,1,10,1,30,2,0,1,1,650.0,0.0,1,1,0,0,0,0,0,1,0,0,550.0,1.0,8.0,0.0,0.0,0.0,0.0,1
F,internet,MG,2,15,1,68,4,0,1,0,700.0,0.0,1,1,0,1,0,0,0,0,0,0,356.0,1.0,38.0,,1.0,,,0
F,internet,GO,1,20,1,33,1,1,1,0,1200.0,0.0,1,1,0,0,0,0,0,0,0,0,728.0,1.0,11.0,,,,,0
F,presencial,AL,1,15,1,62,2,1,1,1,739.0,0.0,0,0,0,0,0,0,0,1,0,0,570.0,1.0,6.0,9.0,1.0,0.0,0.0,0
M,internet,BA,2,5,1,29,2,3,1,0,350.0,0.0,1,1,0,0,0,0,0,0,0,0,454.0,1.0,1.0,9.0,2.0,11.0,,1
M,presencial,BA,1,15,1,52,6,0,1,0,350.0,0.0,1,1,0,0,0,0,0,0,0,0,456.0,1.0,38.0,2.0,4.0,,,1
M,presencial,PR,1,15,1,28,2,1,1,1,545.0,0.0,1,0,0,0,0,0,0,1,1,0,837.0,1.0,6.0,9.0,2.0,9.0,3.0,1
M,presencial,SP,1,10,1,56,2,0,1,1,1350.0,0.0,0,0,0,0,0,0,0,1,0,0,146.0,0.0,0.0,0.0,0.0,0.0,0.0,0
M,internet,SC,1,25,1,51,6,2,1,0,780.79,0.0,0,1,0,0,0,0,0,0,1,0,883.0,2.0,5.0,9.0,5.0,,,0
F,internet,MT,1,15,1,39,6,0,1,0,226.0,0.0,1,1,0,0,0,0,0,0,0,0,780.0,1.0,13.0,9.0,4.0,,,1
M,internet,SP,1,10,1,43,2,0,1,0,350.0,0.0,1,1,0,0,0,0,0,0,0,0,144.0,1.0,,,,,,1
F,internet,MG,2,25,1,18,6,0,1,0,422.0,0.0,1,1,0,0,0,0,0,0,1,0,374.0,5.0,5.0,9.0,2.0,,,0
F,internet,MT,1,10,1,57,2,0,1,0,1443.0,0.0,1,1,0,0,0,0,0,0,0,0,780.0,1.0,1.0,9.0,1.0,,,1
F,internet,CE,1,5,1,43,4,1,1,0,321.0,0.0,0,1,0,0,0,0,0,0,0,0,628.0,1.0,1.0,,,,,0
M,presencial,GO,2,20,1,33,0,1,0,0,350.0,0.0,1,1,1,0,0,0,0,1,1,0,728.0,1.0,0.0,10.0,2.0,11.0,0.0,1
F,correio,MA,7,10,1,68,4,2,1,0,350.0,0.0,1,1,0,0,0,0,0,0,0,0,656.0,1.0,1.0,11.0,1.0,11.0,,0
F,presencial,MG,1,5,1,27,2,3,1,1,350.0,0.0,1,0,0,0,0,0,0,1,0,0,395.0,1.0,5.0,0.0,0.0,0.0,0.0,0
M,presencial,PE,1,10,1,68,2,0,1,1,1072.0,0.0,0,0,1,0,0,0,0,1,0,0,507.0,1.0,15.0,0.0,1.0,0.0,4.0,1
F,internet,SP,2,10,1,31,1,0,1,0,450.0,0.0,1,1,0,0,0,0,0,0,0,0,144.0,1.0,20.0,,,,,0
M,correio,MG,2,15,1,29,2,1,1,0,458.0,0.0,1,1,0,0,0,0,0,0,1,0,312.0,1.0,1.0,11.0,2.0,11.0,,1
M,internet,SC,1,10,1,29,2,0,1,0,423.0,0.0,1,1,0,0,0,0,0,0,0,0,892.0,5.0,,,,,,1
F,internet,AL,1,10,1,33,2,2,1,0,389.0,0.0,1,1,0,0,0,0,0,0,1,0,571.0,0.0,23.0,9.0,2.0,,,1
F,internet,PE,1,10,1,75,4,0,1,0,245.0,0.0,0,1,1,0,0,0,0,0,0,0,507.0,1.0,25.0,9.0,1.0,,,1
F,internet,SP,1,10,1,18,2,3,1,0,950.0,0.0,1,1,0,0,0,0,0,0,1,0,673.0,1.0,8.0,,,,,1
M,internet,MT,1,25,1,29,2,0,1,0,350.0,0.0,1,1,0,0,0,0,0,0,0,0,781.0,1.0,5.0,2.0,4.0,,,1
F,internet,AL,1,10,1,52,4,0,1,0,308.0,0.0,1,1,0,0,0,0,0,0,0,0,570.0,1.0,10.0,9.0,1.0,,,0
M,internet,CE,2,10,1,87,4,0,1,0,350.0,0.0,1,1,0,0,0,0,0,0,0,0,635.0,1.0,8.0,,,,,1
F,internet,BA,1,5,1,62,1,0,1,0,1490.58,0.0,0,1,0,0,0,0,0,0,0,0,419.0,1.0,1.0,9.0,,,,0
F,internet,CE,2,10,1,66,4,3,1,0,350.0,0.0,0,1,0,0,0,0,0,0,0,0,630.0,,,9.0,1.0,,,0
M,presencial,RN,1,10,1,21,2,2,0,1,315.0,0.0,1,1,1,1,0,0,0,1,1,0,591.0,1.0,0.0,11.0,2.0,11.0,0.0,1
M,presencial,SP,1,10,1,62,1,0,1,1,351.0,0.0,1,0,0,0,0,0,0,1,1,0,150.0,1.0,10.0,0.0,0.0,0.0,0.0,0
M,internet,CE,1,10,1,41,2,0,1,0,571.0,0.0,1,1,1,0,0,0,0,0,0,0,619.0,1.0,20.0,9.0,5.0,,,0
M,correio,PA,1,25,1,24,1,1,1,0,372.0,0.0,0,1,0,0,0,0,0,0,1,0,687.0,1.0,1.0,9.0,2.0,11.0,,0
M,internet,BA,1,10,1,45,2,4,1,0,816.0,0.0,1,1,0,0,0,0,0,0,1,0,447.0,,10.0,10.0,2.0,,,0
F,internet,RN,7,5,1,21,1,2,1,0,444.66,0.0,1,1,0,0,0,0,0,0,0,0,596.0,1.0,7.0,,,,,0
F,presencial,SP,1,10,1,27,1,0,1,1,2255.0,0.0,1,0,0,0,0,0,0,1,1,0,116.0,1.0,5.0,12.0,2.0,0.0,0.0,1
M,internet,MG,1,15,1,33,2,0,1,0,821.0,0.0,1,1,1,1,0,1,0,0,1,0,321.0,1.0,20.0,9.0,2.0,,,0
F,internet,PR,1,10,1,30,2,3,1,0,443.0,0.0,1,1,0,0,0,0,0,0,0,0,871.0,1.0,4.0,9.0,5.0,,,0
M,internet,RJ,1,15,1,38,2,1,1,0,646.0,0.0,1,1,0,0,0,0,0,0,0,0,289.0,1.0,4.0,2.0,5.0,,,1
F,presencial,PA,1,10,1,73,2,0,1,1,1200.0,0.0,1,0,0,0,0,0,0,1,0,0,661.0,1.0,5.0,9.0,1.0,0.0,0.0,0
M,internet,BA,1,15,1,40,2,3,1,0,380.0,0.0,1,1,0,0,0,0,0,0,0,0,456.0,1.0,7.0,9.0,4.0,,,0
M,internet,SP,1,10,1,76,2,0,1,0,381.0,0.0,1,1,0,0,0,0,0,0,0,0,719.0,1.0,34.0,,,,,0
F,internet,PE,1,10,1,64,2,0,1,0,1930.63,0.0,1,1,0,0,0,0,0,0,0,0,511.0,1.0,20.0,11.0,,,,0
M,internet,CE,1,20,1,47,2,1,1,1,350.0,0.0,1,1,0,0,0,0,0,0,0,0,619.0,1.0,1.0,11.0,4.0,11.0,,1
F,presencial,RS,1,15,1,48,2,0,1,1,722.0,0.0,1,0,0,0,0,0,0,1,0,0,948.0,1.0,10.0,9.0,1.0,0.0,0.0,1
M,internet,GO,1,5,1,24,1,3,1,0,400.0,0.0,1,1,0,0,0,0,0,0,1,0,753.0,1.0,7.0,9.0,5.0,,,0
M,internet,SP,1,5,1,44,2,2,1,0,581.0,0.0,1,1,1,1,0,0,0,0,1,0,228.0,1.0,38.0,9.0,2.0,,,1
F,presencial,BA,1,5,1,68,1,0,1,1,350.0,350.0,0,1,0,0,0,0,0,1,0,0,484.0,1.0,3.0,0.0,0.0,0.0,0.0,1
F,internet,CE,1,10,1,80,2,0,1,0,295.0,0.0,1,1,0,0,0,0,0,0,0,0,628.0,1.0,13.0,9.0,1.0,,,0
M,presencial,RN,1,25,1,37,1,0,1,1,417.0,0.0,1,0,0,0,0,0,0,1,1,0,590.0,4.0,8.0,12.0,2.0,0.0,0.0,0
M,internet,CE,1,10,1,63,2,6,1,0,350.0,0.0,1,1,0,0,0,0,0,0,0,0,616.0,1.0,3.0,,1.0,,,1
F,presencial,CE,1,10,1,52,1,0,1,1,1531.0,0.0,0,1,0,0,0,0,0,1,1,0,621.0,2.0,1.0,9.0,2.0,0.0,0.0,1
M,internet,PA,1,10,1,77,2,0,1,0,246.0,0.0,1,1,0,0,0,0,0,0,0,0,660.0,1.0,5.0,9.0,1.0,,,1
M,presencial,GO,2,15,1,36,2,0,0,0,961.0,0.0,1,1,0,0,0,0,0,1,1,0,759.0,1.0,0.0,9.0,2.0,11.0,0.0,1
F,internet,RO,1,10,1,56,5,0,1,0,350.0,0.0,1,1,0,0,0,0,0,0,0,0,789.0,1.0,1.0,9.0,1.0,,,0
M,presencial,PE,1,10,1,25,6,0,1,1,350.0,0.0,1,0,0,0,0,0,0,1,1,0,555.0,1.0,1.0,9.0,2.0,0.0,0.0,1
M,internet,PR,1,20,1,24,1,0,1,0,229.0,0.0,1,1,0,0,0,0,0,0,0,0,843.0,1.0,,,,,,0
F,presencial,RN,1,5,1,43,1,0,1,1,676.0,0.0,1,1,0,0,0,0,0,0,1,0,596.0,1.0,1.0,,,,,0
F,presencial,GO,1,25,1,31,2,2,0,1,350.0,0.0,1,1,0,0,0,0,0,1,1,0,728.0,1.0,0.0,9.0,2.0,11.0,0.0,1
M,internet,DF,1,1,1,32,2,3,1,0,1059.81,0.0,1,1,0,0,0,0,0,0,1,0,723.0,1.0,5.0,9.0,5.0,,,0
F,presencial,RS,1,5,1,42,2,2,1,1,1476.0,0.0,1,1,0,0,0,0,0,1,1,0,947.0,1.0,0.0,9.0,2.0,0.0,0.0,1
F,internet,RS,1,10,1,70,4,0,1,0,534.0,0.0,1,1,0,0,0,0,0,0,0,0,915.0,1.0,1.0,11.0,1.0,11.0,,1
M,internet,RS,1,15,1,43,2,0,1,0,740.0,0.0,1,1,1,0,0,0,0,0,1,0,923.0,1.0,,9.0,2.0,,,0
F,presencial,AL,1,10,1,26,2,0,1,1,300.0,350.0,1,0,0,0,0,0,0,1,0,0,572.0,1.0,5.0,2.0,4.0,9.0,2.0,0
M,internet,PR,1,10,1,64,2,0,1,0,350.0,0.0,0,1,0,0,0,0,0,0,0,0,818.0,1.0,12.0,,,,,1
M,presencial,PR,1,25,1,53,2,1,1,1,750.0,0.0,1,0,0,0,0,0,0,1,0,0,858.0,1.0,15.0,0.0,0.0,0.0,0.0,0
F,internet,BA,1,20,1,35,2,1,1,0,600.0,0.0,0,1,1,0,0,0,0,0,0,0,484.0,1.0,,2.0,4.0,,,1
F,presencial,SP,1,5,1,36,1,3,1,1,950.0,0.0,1,0,0,0,0,0,0,1,1,0,232.0,1.0,25.0,0.0,0.0,0.0,0.0,0
F,internet,BA,2,5,1,40,2,0,1,0,500.0,0.0,0,1,0,0,0,0,0,0,0,0,452.0,1.0,,,,,,1
M,presencial,RN,1,10,1,41,2,0,1,1,516.0,0.0,1,1,1,0,0,0,0,0,1,0,591.0,1.0,17.0,9.0,2.0,,,0
F,internet,RJ,1,20,1,31,1,0,1,0,250.0,0.0,1,1,0,0,0,0,0,0,0,0,261.0,1.0,6.0,2.0,4.0,,,1
F,correio,CE,1,25,2,39,2,6,1,0,400.0,0.0,0,1,0,0,0,0,0,0,1,0,639.0,1.0,1.0,11.0,2.0,11.0,,1
M,presencial,SP,2,25,1,36,2,0,1,1,1350.0,0.0,1,1,0,0,0,0,0,1,0,0,930.0,1.0,10.0,9.0,2.0,0.0,0.0,1
M,presencial,PI,1,10,1,27,1,1,1,1,270.0,0.0,1,0,0,0,0,0,0,1,1,0,640.0,1.0,7.0,13.0,2.0,0.0,0.0,0
F,internet,SP,1,5,1,37,2,1,1,0,578.0,700.0,1,1,1,1,0,0,0,0,1,0,673.0,1.0,10.0,9.0,2.0,,,0
F,presencial,SP,1,10,1,33,2,2,1,1,400.0,0.0,1,0,0,0,0,0,0,1,0,0,839.0,2.0,3.0,9.0,4.0,0.0,0.0,0
F,presencial,PA,1,15,1,18,1,1,1,0,460.0,0.0,1,1,0,0,0,0,0,0,1,0,685.0,1.0,18.0,9.0,2.0,,,0
F,presencial,RN,1,25,1,43,2,2,1,1,1000.0,0.0,1,1,0,0,0,0,0,1,1,0,591.0,1.0,3.0,13.0,4.0,2.0,4.0,0
F,internet,RS,1,20,1,45,2,0,1,0,553.0,0.0,1,1,0,0,0,0,0,0,0,0,956.0,2.0,2.0,,,,,0
F,presencial,SP,1,10,1,59,4,2,1,1,452.0,350.0,1,0,0,0,0,0,0,1,0,0,643.0,1.0,15.0,9.0,1.0,0.0,0.0,1
F,presencial,MG,2,10,1,48,4,0,0,1,2219.0,0.0,1,0,0,0,0,0,0,0,0,0,326.0,2.0,0.0,11.0,1.0,11.0,0.0,1
F,presencial,ES,1,5,1,55,2,0,1,1,1000.0,0.0,1,0,0,0,0,0,0,1,0,0,293.0,1.0,1.0,9.0,4.0,0.0,0.0,1
